content_type,creator_category,account_type,has_call_to_action,description_length,hashtags,followers,account_age_months,historical_avg_views,historical_engagement_rate,posting_hour,day_of_week,expected_views,expected_engagement_rate,performance_score,performance_category
carousel,Fitness,creator,0,45,1,200,24.5,66,4.74,4,Monday,510,4.99,34.2,Low
reel,Comedy,brand,1,159,5,85244,26.6,61264,5.72,2,Thursday,117292,6.53,95.5,High
reel,Comedy,creator,1,139,7,2948,11.0,285,3.05,21,Saturday,1846,3.15,38.5,Low
image,Food,creator,1,156,8,6734,24.6,309,3.83,3,Monday,699,1.15,9.1,Low
image,Photography,brand,1,86,4,50568,24.2,3838,2.19,17,Monday,7312,1.35,46.2,Medium
reel,Food,creator,0,85,8,10412,10.6,555,3.64,13,Wednesday,2855,3.81,51.7,Medium
carousel,Fashion,creator,1,140,4,552,10.4,109,1.83,15,Sunday,1491,4.64,48.7,Medium
image,Comedy,brand,1,123,4,647,32.5,174,3.36,15,Sunday,694,4.3,31.5,Low
reel,Comedy,creator,0,108,7,307,13.8,46,4.49,17,Tuesday,1605,5.26,55.4,Medium
image,Music,creator,1,82,4,1095,14.4,237,4.25,16,Tuesday,1121,6.0,54.0,Medium
carousel,Music,brand,1,107,5,764,25.1,119,3.12,10,Monday,778,3.66,27.7,Low
reel,Music,brand,1,123,10,5878,14.2,755,4.31,2,Thursday,1586,1.91,27.1,Low
carousel,Technology,creator,1,76,6,9320,1.7,2946,6.7,19,Friday,4401,8.14,82.0,High
image,Food,brand,1,154,5,4650,3.7,401,5.63,16,Wednesday,1562,4.62,49.3,Medium
reel,Technology,creator,1,126,11,1762,13.0,335,3.76,19,Tuesday,1315,3.81,38.6,Low
reel,Lifestyle,creator,0,107,7,22599,23.7,5730,3.48,22,Wednesday,11111,5.04,78.7,High
image,Technology,creator,0,103,9,221,12.2,61,8.91,2,Friday,373,7.69,44.8,Medium
image,Fashion,brand,1,88,6,9204,0.0,732,6.27,4,Sunday,1164,3.44,32.9,Low
reel,Photography,creator,1,77,5,4520,0.0,436,4.28,16,Thursday,2343,4.87,58.6,Medium
reel,Music,brand,1,217,4,56352,0.0,3372,8.11,21,Tuesday,19396,7.4,94.0,High
carousel,Music,creator,1,149,7,3060,4.4,403,4.08,0,Saturday,1216,4.5,43.6,Medium
reel,Technology,creator,0,142,6,11173,,3077,5.79,18,Wednesday,7817,6.59,85.2,High
carousel,Food,brand,0,63,6,64583,15.8,13838,4.04,11,Tuesday,22645,3.67,70.1,High
reel,Fashion,creator,0,117,10,3792,2.3,395,2.8,18,Saturday,1073,5.7,51.3,Medium
image,Lifestyle,creator,1,103,3,3739,3.4,402,3.11,22,Saturday,1656,1.68,26.7,Low
reel,Lifestyle,creator,1,153,7,3840,8.7,540,2.65,11,Monday,1432,2.31,27.7,Low
image,Travel,creator,0,108,5,92370,16.3,26932,7.57,9,Tuesday,30187,7.6,96.0,High
image,Music,creator,0,133,5,7224,2.5,815,2.67,9,Sunday,1118,4.66,43.6,Medium
image,Food,creator,0,45,5,40687,18.8,2217,6.83,5,Saturday,2655,3.43,46.9,Medium
carousel,Photography,creator,0,95,2,12101,14.9,643,4.83,4,Sunday,1512,5.8,58.2,Medium
reel,Food,creator,1,104,8,2207,22.1,391,5.09,15,Saturday,1425,5.74,56.9,Medium
carousel,Beauty,brand,0,82,3,3980,28.6,679,4.5,15,Saturday,922,2.7,22.4,Low
carousel,Beauty,creator,1,104,4,1091,18.7,357,5.71,1,Wednesday,1124,5.02,47.1,Medium
carousel,Travel,brand,0,144,4,1217,2.6,136,0.68,17,Wednesday,388,2.19,7.9,Low
reel,Comedy,creator,1,73,6,944,4.3,74,2.35,8,Wednesday,975,2.3,20.4,Low
carousel,Technology,creator,0,67,5,10025,17.8,2822,4.61,7,Friday,3414,3.46,51.0,Medium
carousel,Fitness,brand,0,99,6,39538,4.4,11144,2.56,2,Friday,8808,3.27,60.2,Medium
carousel,Technology,brand,0,152,1,4816,21.5,1547,5.69,16,Thursday,2187,5.14,59.9,Medium
image,Travel,creator,0,194,6,138772,20.1,19229,2.34,0,Thursday,13920,0.9,50.2,Medium
reel,Comedy,creator,1,175,6,462,18.9,179,7.35,3,Saturday,868,5.58,46.5,Medium
image,Beauty,creator,0,109,10,3288,7.1,1397,4.85,22,Thursday,1824,5.84,61.8,Medium
reel,Music,brand,0,181,5,31942,23.2,8919,2.31,12,Thursday,13377,5.04,80.1,High
reel,Fashion,brand,0,56,6,49185,14.1,1335,3.22,18,Monday,6463,3.66,60.9,Medium
carousel,Music,brand,0,130,3,3212,27.8,213,4.81,4,Wednesday,702,3.41,23.3,Low
reel,Technology,creator,0,112,9,4333,15.7,719,0.28,4,Sunday,2033,0.1,26.2,Low
image,Music,brand,0,220,4,93274,18.9,23307,5.26,10,Thursday,31355,4.56,79.6,High
image,Music,creator,0,155,6,11768,16.2,2773,4.01,2,Saturday,3046,3.07,45.9,Medium
reel,Food,creator,0,84,6,1254,11.2,218,6.89,13,Thursday,986,5.12,45.4,Medium
image,Travel,creator,0,74,6,5713,0.0,981,0.62,18,Saturday,1289,1.85,23.1,Low
carousel,Lifestyle,brand,0,78,1,12029,24.4,1873,4.36,14,Friday,2586,5.23,63.1,Medium
carousel,Comedy,brand,1,146,6,9226,27.7,2757,7.22,16,Monday,4001,9.03,81.2,High
reel,Lifestyle,creator,0,101,5,11413,11.4,1106,2.1,18,Thursday,5610,4.44,66.5,Medium
carousel,Technology,brand,0,187,3,128761,17.4,22728,2.52,9,Saturday,19013,3.87,71.1,High
image,Lifestyle,creator,0,97,5,33747,14.4,2282,2.63,21,Monday,6362,4.65,70.0,High
image,Lifestyle,creator,0,158,7,2743,26.9,563,7.67,0,Thursday,858,6.64,51.9,Medium
reel,Food,creator,1,79,9,436,10.0,30,4.34,10,Thursday,565,3.04,17.1,Low
carousel,Travel,creator,1,143,4,18609,6.3,4306,5.18,20,Thursday,8860,6.59,86.4,High
reel,Technology,creator,0,113,6,420,20.8,30,0.94,0,Saturday,539,1.08,5.6,Low
image,Travel,brand,0,172,4,381,28.0,32,2.83,9,Wednesday,351,3.56,18.5,Low
image,Fashion,brand,0,114,9,459,11.1,30,3.45,13,Wednesday,357,1.39,3.7,Low
image,Food,creator,1,70,5,1528,0.6,580,6.02,2,Sunday,706,4.89,37.4,Low
reel,Fashion,brand,0,181,3,1738,6.6,241,6.31,15,Tuesday,832,3.94,31.3,Low
carousel,Comedy,creator,1,112,7,10999,4.8,3628,4.59,11,Tuesday,5014,5.06,71.0,High
carousel,Travel,creator,0,99,4,2392,20.2,584,4.86,14,Saturday,1474,3.54,38.1,Low
carousel,Music,creator,0,72,8,2329,16.1,248,1.77,1,Friday,590,1.44,7.7,Low
carousel,Travel,creator,1,101,4,53337,15.8,26768,7.05,7,Wednesday,46037,7.37,96.8,High
image,Music,creator,1,51,10,2538,0.0,868,4.29,21,Tuesday,1144,5.15,48.5,Medium
carousel,Comedy,creator,0,242,8,13408,16.9,1619,0.99,22,Saturday,2822,3.69,50.4,Medium
reel,Photography,creator,1,142,4,3997,24.1,1290,2.31,1,Friday,2172,4.71,55.9,Medium
reel,Fashion,creator,0,110,5,4184,11.2,785,2.86,10,Monday,2563,3.12,43.6,Medium
carousel,Beauty,creator,1,104,5,471438,14.5,51664,1.73,7,Saturday,109087,2.54,63.8,Medium
carousel,Technology,creator,0,40,5,1318,10.8,84,3.44,9,Sunday,762,2.01,14.4,Low
carousel,Technology,creator,0,132,5,13541,19.2,872,3.91,15,Friday,3186,4.85,63.1,Medium
carousel,Lifestyle,brand,0,40,6,10406,15.1,3947,5.77,13,Tuesday,4545,5.19,70.9,High
carousel,Technology,creator,0,74,3,23888,13.0,2252,0.31,22,Saturday,5998,2.59,51.0,Medium
carousel,Technology,creator,0,42,4,2219,5.9,176,1.58,9,Tuesday,504,5.01,34.3,Low
reel,Fitness,creator,1,169,8,163064,31.3,52558,7.75,18,Friday,298208,8.06,99.3,High
image,Travel,creator,1,54,9,3911,29.7,171,2.14,19,Friday,822,3.58,27.8,Low
image,Photography,creator,1,87,4,7342,15.7,1165,6.32,11,Tuesday,1620,7.71,66.1,Medium
image,Comedy,creator,1,165,8,22517,4.5,2897,3.43,6,Monday,3336,4.11,56.7,Medium
carousel,Lifestyle,creator,1,117,4,7627,37.5,1525,2.57,22,Wednesday,4682,3.99,60.1,Medium
image,Food,creator,1,140,7,12800,1.5,2008,5.79,18,Tuesday,3388,6.81,76.0,High
image,Beauty,creator,1,138,4,7778,0.0,2151,4.59,7,Sunday,3036,4.23,56.6,Medium
image,Photography,creator,1,158,7,2151,19.9,552,4.52,11,Tuesday,837,5.01,41.5,Medium
image,Music,creator,0,236,3,3135,17.9,526,2.68,0,Saturday,979,2.66,23.1,Low
image,Technology,brand,0,111,6,4363,11.5,753,4.88,2,Tuesday,1277,3.76,37.6,Low
image,Music,creator,0,129,10,11437,18.0,791,4.51,22,Wednesday,2042,5.45,60.9,Medium
reel,Food,creator,1,73,4,27675,,3590,3.87,18,Wednesday,10694,5.91,84.7,High
carousel,Music,brand,1,174,12,1809,11.7,114,3.79,4,Wednesday,602,2.66,15.0,Low
carousel,Technology,creator,1,127,4,13741,13.6,1820,6.35,5,Friday,1247,3.35,33.2,Low
carousel,Travel,creator,0,36,6,7404,14.5,1579,6.92,20,Thursday,4964,8.58,83.7,High
image,Technology,brand,1,173,8,7181,18.2,282,1.76,15,Saturday,713,1.93,12.8,Low
reel,Lifestyle,creator,1,61,7,6092,14.5,978,4.34,5,Monday,2094,5.89,64.4,Medium
reel,Comedy,brand,1,47,4,641,16.8,44,2.17,22,Thursday,1233,3.86,37.8,Low
image,Food,creator,1,93,13,200,12.2,30,4.83,11,Wednesday,715,3.78,27.3,Low
image,Fitness,creator,0,154,9,55318,21.8,16320,8.4,17,Saturday,31438,7.87,96.5,High
image,Photography,brand,1,135,6,605,27.9,215,4.06,11,Tuesday,604,4.47,31.2,Low
reel,Lifestyle,creator,1,166,3,2365643,23.2,486895,2.83,20,Monday,780369,4.77,84.2,High
image,Lifestyle,creator,0,137,5,17712,15.1,2009,3.79,0,Tuesday,3588,2.65,45.1,Medium
carousel,Technology,brand,0,137,6,68205,23.3,8623,4.97,22,Monday,17924,5.94,88.3,High
image,Food,creator,1,155,3,1166,14.5,43,3.37,6,Saturday,459,3.27,17.3,Low
image,Comedy,brand,1,128,4,200,16.6,51,6.53,7,Friday,507,4.57,30.3,Low
reel,Beauty,creator,1,182,8,10470,8.3,527,1.72,0,Friday,1487,1.56,24.3,Low
carousel,Fitness,creator,0,158,9,105848,14.4,28972,0.85,17,Monday,46214,2.33,61.2,Medium
reel,Fitness,brand,1,147,11,9672,32.0,1077,5.12,17,Friday,3710,6.55,76.3,High
image,Food,creator,1,127,4,3186,0.0,158,3.52,21,Sunday,622,4.54,32.2,Low
carousel,Technology,brand,0,131,7,7494,8.3,1471,1.25,5,Sunday,2513,1.81,34.4,Low
image,Food,brand,1,162,6,13906,14.2,5381,2.08,10,Friday,5268,4.44,65.8,Medium
reel,Travel,creator,0,76,7,2525,7.7,565,6.0,0,Thursday,1096,6.0,53.6,Medium
image,Comedy,brand,1,115,5,749,0.0,198,3.29,19,Thursday,1050,4.69,42.7,Medium
image,Fitness,creator,0,89,13,77986,2.6,7801,4.98,2,Monday,11042,2.69,57.4,Medium
image,Music,creator,0,108,4,4689,16.0,629,2.71,9,Sunday,2061,1.57,30.0,Low
carousel,Photography,brand,1,137,4,21507,15.9,831,2.33,8,Wednesday,2696,2.3,38.2,Low
carousel,Music,creator,1,87,6,12619,1.0,961,2.85,18,Tuesday,4311,2.85,48.9,Medium
image,Music,creator,0,138,0,6977,1.0,332,1.76,5,Saturday,606,2.76,15.8,Low
image,Comedy,brand,0,107,8,19887,2.4,1163,1.91,18,Friday,2658,2.29,37.9,Low
carousel,Beauty,creator,0,96,7,279854,12.8,63783,2.18,6,Sunday,94102,3.22,69.1,High
image,Fitness,creator,0,126,4,5810,8.3,1197,1.98,8,Friday,1379,3.45,36.0,Low
carousel,Technology,brand,0,159,8,1319,20.9,166,4.87,13,Sunday,730,4.89,38.0,Low
carousel,Comedy,brand,0,166,4,4923,24.0,1253,4.48,7,Tuesday,1063,4.39,40.1,Medium
carousel,Fashion,creator,0,92,8,11770,14.3,3186,2.51,1,Thursday,4074,1.44,39.7,Medium
carousel,Travel,creator,1,88,3,8089,9.1,1866,3.55,22,Friday,3183,6.57,74.3,High
carousel,Photography,brand,0,83,4,5966,13.4,1278,3.86,2,Thursday,1151,3.25,30.9,Low
carousel,Technology,creator,1,109,9,11932,18.6,1948,6.85,5,Thursday,3079,5.25,66.0,Medium
image,Fashion,creator,0,108,7,200,26.7,30,2.09,18,Tuesday,596,5.35,38.7,Low
carousel,Technology,creator,0,101,4,11576,0.0,3435,4.2,6,Monday,8625,5.16,77.7,High
image,Comedy,creator,0,89,4,4502,,213,1.64,8,Monday,1372,0.93,20.8,Low
carousel,Food,brand,1,214,2,439,16.1,118,6.47,4,Wednesday,667,6.27,46.0,Medium
carousel,Photography,creator,0,129,6,64371,22.4,5062,4.32,2,Tuesday,9529,4.93,76.5,High
carousel,Fitness,creator,0,77,8,1168,0.0,131,5.78,1,Sunday,600,3.08,18.2,Low
carousel,Travel,creator,1,127,9,32164,18.0,1972,4.23,1,Monday,4113,3.8,56.8,Medium
carousel,Comedy,creator,0,10,6,237,14.6,30,4.5,17,Thursday,631,4.46,31.6,Low
reel,Fashion,brand,0,147,4,1033,8.4,150,4.35,4,Tuesday,582,3.54,21.9,Low
reel,Travel,creator,1,81,12,24855,26.4,1003,0.1,20,Wednesday,8410,1.97,50.4,Medium
carousel,Fashion,creator,1,97,4,1925,20.4,151,3.27,5,Tuesday,792,2.52,18.4,Low
reel,Beauty,creator,0,111,6,3948,0.9,592,7.57,15,Tuesday,2586,6.38,70.3,High
carousel,Comedy,creator,0,119,3,6605,16.7,874,3.23,11,Saturday,2250,2.9,39.9,Medium
carousel,Lifestyle,creator,0,174,9,51276,9.9,10986,3.81,10,Friday,8324,3.89,65.5,Medium
carousel,Fitness,creator,0,106,5,11246,5.5,2723,6.83,20,Wednesday,7916,5.98,82.5,High
reel,Beauty,creator,0,96,9,1074,17.2,49,2.86,20,Thursday,992,5.09,45.3,Medium
image,Food,creator,1,75,4,255,16.4,55,3.84,9,Tuesday,396,3.31,16.6,Low
reel,Lifestyle,creator,0,176,12,4582,6.5,1216,7.73,11,Monday,3124,6.19,72.4,High
reel,Food,creator,0,80,5,24931,9.9,3957,1.63,2,Saturday,9423,0.1,45.9,Medium
carousel,Music,creator,1,143,6,9494,7.6,1559,6.93,17,Friday,6453,6.54,83.1,High
carousel,Photography,creator,0,170,10,80813,23.1,11947,3.37,15,Sunday,14736,2.81,60.3,Medium
carousel,Fashion,brand,0,92,11,2789,8.9,558,2.95,17,Wednesday,1130,4.93,46.4,Medium
carousel,Comedy,creator,0,94,1,430,0.0,30,4.44,14,Wednesday,766,4.35,33.8,Low
carousel,Fitness,creator,1,46,7,20958,16.4,1853,2.28,6,Tuesday,4095,3.02,49.5,Medium
carousel,Photography,creator,1,73,6,1028,13.2,254,3.59,3,Tuesday,632,2.77,16.4,Low
reel,Beauty,creator,0,115,4,2684,21.8,78,0.1,2,Thursday,1691,0.1,23.1,Low
carousel,Lifestyle,creator,0,122,3,5657,17.2,593,4.63,16,Tuesday,2907,4.54,58.8,Medium
reel,Travel,creator,1,167,8,7564,0.0,1208,2.27,23,Saturday,1911,4.07,47.6,Medium
image,Photography,creator,0,139,6,55890,17.8,6560,0.76,12,Sunday,12483,2.98,60.5,Medium
reel,Food,creator,0,85,5,355,0.0,30,2.35,11,Saturday,1145,5.31,49.7,Medium
reel,Food,creator,1,185,9,12086,23.7,2708,2.21,13,Friday,6930,2.42,51.3,Medium
image,Fitness,brand,0,160,14,1704,21.4,572,3.52,3,Sunday,612,3.55,22.7,Low
carousel,Lifestyle,creator,0,161,6,1975,0.0,624,1.41,22,Tuesday,1927,3.48,42.1,Medium
image,Fitness,brand,1,111,7,52193,15.1,20563,7.57,17,Friday,28585,6.72,93.7,High
image,Fitness,creator,0,65,5,11701,0.8,671,2.4,1,Wednesday,1327,2.86,30.3,Low
image,Fashion,brand,0,114,7,10680,29.6,3546,5.36,19,Friday,6279,6.35,81.9,High
image,Fitness,brand,0,115,7,40870,12.9,6075,1.06,2,Tuesday,6252,1.63,45.7,Medium
image,Comedy,creator,0,198,5,4812,18.2,253,1.89,1,Thursday,544,1.49,7.0,Low
reel,Beauty,brand,0,183,10,3997,18.5,208,4.89,19,Sunday,1808,5.5,59.2,Medium
carousel,Food,creator,0,141,2,3003,8.5,693,3.18,20,Friday,3076,1.79,37.4,Low
carousel,Technology,creator,0,127,5,7940,11.2,495,0.1,11,Thursday,860,0.91,12.1,Low
image,Beauty,brand,1,76,5,13962,11.4,953,3.44,4,Saturday,1386,3.7,38.6,Low
carousel,Photography,brand,0,162,9,2914,10.9,476,4.11,16,Monday,1658,4.52,49.4,Medium
reel,Music,creator,1,100,2,695,0.5,46,1.54,15,Thursday,480,2.38,10.7,Low
reel,Photography,brand,1,159,8,9713,24.5,2219,4.27,18,Tuesday,4810,4.8,68.1,Medium
carousel,Fitness,creator,1,107,9,2805,23.2,239,1.91,3,Thursday,704,3.58,25.0,Low
carousel,Comedy,creator,0,180,10,1659,14.8,309,3.28,10,Thursday,792,3.04,22.3,Low
reel,Fashion,creator,0,75,6,12273,12.7,2033,0.1,20,Sunday,3488,3.09,48.1,Medium
carousel,Fitness,creator,0,154,10,1566,18.1,163,4.75,20,Monday,1257,6.68,59.1,Medium
reel,Comedy,creator,0,86,6,1738,22.1,381,5.96,17,Saturday,1634,7.13,65.2,Medium
reel,Fashion,brand,0,78,3,2535,19.2,1122,6.02,14,Tuesday,3004,6.76,74.1,High
image,Fitness,creator,0,101,2,17317,8.0,1720,2.44,18,Friday,3567,5.43,69.5,High
carousel,Comedy,creator,1,70,5,2190,19.8,381,4.05,15,Sunday,1423,4.81,49.5,Medium
image,Travel,creator,0,128,7,131718,23.1,37436,4.33,11,Monday,32772,4.67,80.7,High
reel,Food,creator,0,151,5,31354,32.1,4224,0.64,22,Friday,11139,1.16,49.2,Medium
image,Travel,creator,0,137,8,67513,12.4,5198,3.21,8,Friday,8849,4.55,72.3,High
reel,Fitness,creator,1,136,4,6570,6.8,496,4.24,16,Friday,1788,5.65,60.1,Medium
reel,Music,brand,1,178,2,4482,20.3,446,2.75,22,Thursday,1659,2.66,32.8,Low
image,Fitness,creator,1,82,3,9715,0.0,1042,3.65,18,Tuesday,3086,4.36,58.0,Medium
image,Fashion,brand,1,114,4,16029,8.6,1124,2.22,2,Wednesday,1107,2.66,25.5,Low
carousel,Technology,brand,1,195,10,13367,20.6,1132,1.0,13,Monday,4198,2.79,48.1,Medium
reel,Technology,creator,1,137,7,47304,2.6,6520,0.52,4,Wednesday,9665,1.01,47.8,Medium
reel,Comedy,brand,0,142,7,1387,21.8,215,2.94,21,Thursday,1353,4.87,49.1,Medium
image,Food,creator,1,78,6,2409,34.9,257,6.29,7,Wednesday,1513,5.21,54.0,Medium
reel,Travel,creator,0,101,5,16276,13.7,1584,3.29,2,Wednesday,2977,3.94,53.5,Medium
reel,Food,creator,1,136,11,9282,,2283,2.98,1,Sunday,4121,1.93,42.1,Medium
image,Comedy,brand,0,69,2,1242,0.2,255,7.1,4,Tuesday,573,6.53,45.1,Medium
image,Food,brand,0,103,5,9936,24.3,728,1.51,4,Friday,1971,1.59,29.3,Low
carousel,Comedy,creator,1,112,5,5478,10.5,1103,5.04,2,Thursday,2104,3.7,45.8,Medium
image,Fashion,creator,0,121,6,2024,0.0,552,2.95,21,Sunday,1035,2.48,22.8,Low
reel,Music,creator,1,124,5,5886,25.5,1751,0.75,8,Friday,3396,2.3,41.7,Medium
carousel,Fitness,brand,0,190,9,10929,16.8,1022,4.39,1,Tuesday,1770,4.98,54.8,Medium
reel,Travel,creator,0,147,6,2680,20.2,214,5.47,2,Sunday,1394,4.23,43.6,Medium
carousel,Travel,creator,0,133,5,5779,23.2,1181,2.86,5,Thursday,1438,2.82,31.5,Low
reel,Travel,creator,0,90,3,57348,11.0,6038,0.1,5,Thursday,10356,0.46,47.3,Medium
carousel,Fashion,creator,1,161,7,11446,30.4,2919,4.58,14,Saturday,3511,5.48,69.6,High
image,Fitness,brand,1,115,5,6504,13.3,957,3.3,11,Saturday,1086,4.25,39.3,Medium
image,Fashion,brand,0,112,5,1448,8.8,217,3.7,15,Thursday,826,3.48,26.9,Low
image,Technology,brand,0,159,7,3643,20.0,905,4.18,23,Wednesday,1366,4.7,47.7,Medium
reel,Travel,creator,1,85,4,49199,15.2,19757,3.87,11,Wednesday,36551,5.58,88.4,High
image,Travel,creator,0,120,6,56194,11.8,12207,5.27,11,Wednesday,11588,4.41,73.0,High
reel,Travel,creator,0,146,7,6138,13.4,614,2.56,5,Thursday,2723,1.44,33.9,Low
reel,Lifestyle,creator,1,184,9,165442,14.0,70319,1.94,9,Sunday,89344,4.08,77.0,High
carousel,Fashion,creator,1,159,7,3033,16.3,371,4.59,21,Monday,1020,6.14,52.8,Medium
image,Beauty,creator,1,72,5,784,8.7,57,3.32,12,Thursday,562,3.43,20.5,Low
carousel,Beauty,creator,0,105,7,15550,27.7,4304,3.23,10,Saturday,8011,4.06,66.7,Medium
reel,Lifestyle,brand,1,113,8,1442,24.5,329,2.69,1,Thursday,770,0.73,9.9,Low
image,Fashion,brand,0,64,5,2858,16.4,307,5.0,8,Tuesday,616,2.48,13.9,Low
image,Fitness,brand,0,182,4,1583,16.1,756,5.04,17,Wednesday,1390,5.16,52.2,Medium
carousel,Travel,brand,1,77,5,363,26.5,100,4.37,22,Saturday,1053,4.45,40.5,Medium
image,Technology,creator,1,135,9,1853,24.5,220,1.21,4,Wednesday,290,0.4,1.0,Low
image,Technology,brand,0,112,13,287,0.9,51,1.94,10,Wednesday,381,3.47,17.9,Low
image,Travel,creator,0,154,9,241477,13.7,29768,2.43,21,Friday,46526,5.27,86.9,High
carousel,Music,creator,0,180,5,3942,8.7,456,4.29,2,Friday,1364,4.16,42.5,Medium
reel,Technology,creator,0,162,6,3984,18.5,785,2.94,0,Thursday,1768,3.7,42.9,Medium
image,Comedy,creator,0,195,5,842,17.4,113,4.45,3,Saturday,452,2.21,9.1,Low
carousel,Photography,creator,0,119,10,26191,16.4,6863,6.16,1,Wednesday,8738,4.15,68.4,Medium
carousel,Fashion,brand,0,64,9,1118,18.4,153,6.38,3,Tuesday,624,4.7,33.8,Low
reel,Food,brand,1,106,6,844,9.7,45,2.84,21,Sunday,862,5.39,45.0,Medium
carousel,Fitness,creator,1,197,9,22700,11.1,3900,2.31,16,Sunday,7935,3.48,61.2,Medium
image,Technology,creator,0,122,0,13893,10.2,1560,0.1,6,Saturday,3128,0.1,33.1,Low
image,Music,brand,1,110,10,5556,16.6,1401,5.74,1,Saturday,1975,6.03,64.2,Medium
carousel,Food,brand,0,69,7,138056,22.8,7084,4.86,1,Sunday,29701,3.86,72.8,High
reel,Food,brand,0,133,13,40275,6.2,8941,4.65,11,Thursday,16973,4.04,72.1,High
image,Beauty,creator,0,79,5,1500,24.0,339,5.15,5,Saturday,697,6.46,47.5,Medium
reel,Travel,brand,0,121,10,23205,24.8,723,6.65,17,Saturday,2424,5.17,61.8,Medium
image,Comedy,creator,0,106,7,2389,0.0,374,3.14,20,Wednesday,1246,5.04,49.1,Medium
carousel,Food,creator,0,31,5,10696,13.9,1360,3.93,4,Saturday,2701,2.03,36.6,Low
reel,Photography,creator,1,182,9,4004,12.2,955,3.54,19,Monday,1814,5.89,62.0,Medium
image,Fashion,brand,1,97,4,50079,12.1,3058,3.3,4,Wednesday,6557,2.07,48.4,Medium
carousel,Fitness,brand,0,174,5,1756,0.0,411,6.05,19,Monday,1455,5.05,52.1,Medium
carousel,Photography,brand,0,209,8,1937,13.4,857,7.83,21,Sunday,2111,7.36,70.1,High
image,Comedy,brand,1,165,9,3088,23.9,383,3.14,20,Wednesday,2010,4.77,55.1,Medium
image,Lifestyle,creator,0,187,7,7076,8.1,3549,7.71,4,Saturday,3655,6.3,75.1,High
reel,Food,brand,0,157,2,404825,0.0,115799,4.2,20,Monday,178830,4.58,82.2,High
carousel,Fashion,brand,0,133,10,67933,31.8,25890,10.51,16,Sunday,50093,8.45,98.2,High
image,Fashion,brand,0,120,8,12519,6.9,1897,1.84,13,Wednesday,4284,3.18,51.5,Medium
image,Fashion,creator,0,168,9,19865,12.4,1488,0.68,0,Friday,2561,1.29,32.4,Low
image,Comedy,creator,1,129,4,14172,24.1,4411,4.2,0,Saturday,7801,4.55,71.1,High
reel,Photography,brand,0,57,4,75932,15.2,15932,3.99,16,Thursday,37271,4.91,83.3,High
image,Technology,creator,0,158,5,250074,17.3,106060,6.22,20,Friday,249523,7.61,98.7,High
reel,Food,creator,1,121,6,5162,1.4,632,3.61,22,Sunday,3441,4.21,58.2,Medium
carousel,Food,brand,1,195,7,2182,18.3,412,2.42,0,Thursday,1048,1.81,19.0,Low
reel,Lifestyle,creator,0,105,8,7101,8.4,1476,6.62,7,Saturday,5101,6.21,78.9,High
carousel,Photography,brand,0,83,4,11244,12.2,1052,0.24,7,Sunday,1607,0.92,23.6,Low
reel,Photography,brand,1,95,2,8529,7.6,2676,5.95,16,Friday,7060,7.13,85.9,High
image,Fashion,creator,0,89,7,247,16.4,32,6.33,23,Sunday,1054,6.26,54.1,Medium
carousel,Comedy,creator,1,183,8,1285,18.1,141,5.43,4,Saturday,1856,2.79,35.7,Low
image,Food,creator,0,157,9,4087,11.9,1554,6.33,12,Thursday,1296,6.39,58.5,Medium
image,Beauty,creator,1,90,7,100391,5.8,40570,4.88,7,Monday,81346,5.71,90.9,High
image,Technology,brand,1,98,5,2505,10.6,680,1.66,10,Tuesday,1273,2.02,23.7,Low
carousel,Lifestyle,creator,0,92,7,6884,5.7,1069,1.56,21,Wednesday,1901,3.94,46.3,Medium
image,Food,creator,1,140,8,1872,22.9,292,3.18,6,Sunday,1506,4.06,43.3,Medium
image,Music,brand,1,108,3,3212,13.5,798,1.2,10,Sunday,972,2.76,23.7,Low
image,Food,brand,1,149,10,11427,18.1,1137,2.08,5,Monday,1710,1.69,27.4,Low
carousel,Music,brand,0,191,5,1360,16.1,189,4.93,6,Sunday,718,4.63,35.3,Low
reel,Travel,brand,1,130,9,1801,9.8,277,2.73,21,Monday,1082,4.98,46.0,Medium
carousel,Photography,creator,0,136,5,8722,17.8,594,4.46,12,Thursday,1626,2.97,34.7,Low
image,Travel,brand,1,142,3,791,1.6,42,1.66,8,Friday,277,2.58,9.9,Low
carousel,Music,brand,1,143,6,5721,20.9,500,5.16,14,Tuesday,1319,2.8,29.7,Low
carousel,Travel,brand,1,101,7,8879,16.4,1160,3.03,2,Thursday,2401,1.43,32.0,Low
reel,Technology,brand,0,101,7,11545,8.1,4440,2.01,16,Friday,19593,5.1,82.8,High
image,Beauty,creator,0,150,4,34283,11.5,2779,6.83,20,Wednesday,5827,6.5,81.7,High
carousel,Fashion,creator,1,94,5,5012,7.9,153,0.1,14,Thursday,661,2.58,15.6,Low
reel,Photography,creator,1,144,6,4100,13.3,805,1.01,7,Thursday,1213,1.74,21.4,Low
image,Comedy,creator,0,115,6,29938,18.8,990,1.91,19,Friday,2788,3.79,51.2,Medium
reel,Lifestyle,creator,1,145,3,4151,23.2,1129,2.94,8,Wednesday,3369,4.52,60.8,Medium
image,Music,creator,0,113,2,3656,10.6,696,7.49,5,Saturday,888,5.7,47.7,Medium
reel,Fitness,creator,1,134,6,25477,27.2,6750,2.44,5,Monday,7966,3.16,58.3,Medium
reel,Fitness,creator,0,94,6,12058,13.6,3389,3.24,3,Wednesday,4912,2.29,46.4,Medium
